cycle_id,source_id,candidate_index,base_config_id,filter_pass,selected,rejection_reason,confidence_score,residual_ratio,max_abs_feature_z,U,Re,Ca,E,h,t,theta1_init_deg,theta2_init_deg,theta3_init_deg,D,H,L,H_soft,b,N_per_column,Cd_soft,Cd_cyl,force,F_physics,F_residual,Cd_stem_eff,Cd_leaf_eff,shielding_coef,reconfiguration_factor,reconfiguration_gain
3,2,0,8,1,0,valid_not_selected,0.8195223212242126,0.039806731045246124,1.3678209781646729,0.12621329724788666,3155.332275390625,25.4876651763916,480000.0,0.019999999552965164,0.0020000000949949026,60.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.13587340712547302,0.13067178428173065,0.005201616790145636,1.1449787616729736,1.885590672492981,0.4955296516418457,0.4729933440685272,0.4580346345901489
3,2,1,3,1,1,accepted,0.956176221370697,0.008962609805166721,1.129174828529358,0.2788504958152771,6971.26220703125,4.777425765991211,12500000.0,0.009999999776482582,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.836554765701294,0.8441202640533447,-0.007565520703792572,1.1701565980911255,1.9189307689666748,0.8347490429878235,0.8052471876144409,0.7914847135543823
3,2,2,1,1,0,valid_not_selected,0.7965773940086365,0.045486193150281906,1.129174828529358,0.31049564480781555,7762.390625,5.923278331756592,12500000.0,0.019999999552965164,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,1.5657055377960205,1.6403173208236694,-0.07461179047822952,1.1932293176651,1.9728647470474243,0.7995043396949768,0.7337897419929504,0.7294029593467712
3,2,3,5,1,0,valid_not_selected,0.6601888537406921,0.08304586261510849,1.017702579498291,0.39338165521621704,9834.541015625,33.478111267089844,3550000.0,0.019999999552965164,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,1.8318439722061157,1.6913816928863525,0.1404622495174408,1.2372550964355469,1.9519193172454834,0.5635606646537781,0.623149037361145,0.622575044631958
3,2,4,5,1,1,accepted,0.9421893954277039,0.011909787543118,1.017702579498291,0.12065873295068741,3016.46826171875,3.149562358856201,3550000.0,0.019999999552965164,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.25612273812294006,0.25920987129211426,-0.0030871345661580563,1.2632551193237305,2.030989408493042,0.8187134861946106,0.8039901256561279,0.7937466502189636
3,2,5,0,1,0,valid_not_selected,0.8078420758247375,0.04267774522304535,1.8397393226623535,0.1817460060119629,4543.64990234375,2.029461622238159,12500000.0,0.019999999552965164,0.0020000000949949026,20.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.39761003851890564,0.3813354969024658,0.01627453975379467,1.2819660902023315,1.8982017040252686,0.9063751697540283,0.9231842160224915,0.9122766256332397
3,2,6,10,1,0,valid_not_selected,0.6442146897315979,0.0879446491599083,1.6976231336593628,0.3961256444454193,9903.140625,251.0647735595703,480000.0,0.009999999776482582,0.0020000000949949026,60.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.6079807877540588,0.6666051149368286,-0.058624353259801865,1.056512713432312,1.878435730934143,0.399384081363678,0.33778929710388184,0.3325137495994568
3,2,7,8,1,1,accepted,0.9215436577796936,0.01634102873504162,1.4718267917633057,0.3262563645839691,8156.40869140625,170.30909729003906,480000.0,0.019999999552965164,0.0020000000949949026,60.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.692099392414093,0.680971622467041,0.011127776466310024,1.3040258884429932,2.041977643966675,0.4026471674442291,0.3262103497982025,0.32650992274284363
3,2,8,3,1,0,valid_not_selected,0.8438053727149963,0.033966682851314545,1.129174828529358,0.3786913752555847,9467.2841796875,8.810933113098145,12500000.0,0.009999999776482582,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,1.519324541091919,1.46941339969635,0.049911096692085266,1.2463023662567139,1.8222178220748901,0.7919418215751648,0.7804486155509949,0.7637962698936462
3,2,9,6,1,0,valid_not_selected,0.5981094241142273,0.10279631614685059,1.0531501770019531,0.44883882999420166,11220.970703125,43.5826416015625,3550000.0,0.009999999776482582,0.0020000000949949026,60.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,1.011397361755371,1.1272772550582886,-0.11587994545698166,1.1010301113128662,2.065521001815796,0.43865883350372314,0.5402199029922485,0.5494028329849243
