cycle_id,source_id,candidate_index,base_config_id,filter_pass,selected,rejection_reason,confidence_score,residual_ratio,max_abs_feature_z,U,Re,Ca,E,h,t,theta1_init_deg,theta2_init_deg,theta3_init_deg,D,H,L,H_soft,b,N_per_column,Cd_soft,Cd_cyl,force,F_physics,F_residual,Cd_stem_eff,Cd_leaf_eff,shielding_coef,reconfiguration_factor,reconfiguration_gain
4,2,0,11,1,0,valid_not_selected,0.7491116523742676,0.05777344852685928,1.3678209781646729,0.13621126115322113,3405.281494140625,29.685604095458984,480000.0,0.009999999776482582,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.18000614643096924,0.17017456889152527,0.009831571951508522,1.1368223428726196,2.1535091400146484,0.6245248317718506,0.7992567420005798,0.8089025616645813
4,2,1,0,1,1,accepted,0.9173946380615234,0.017243504524230957,1.8397393226623535,0.3147183954715729,7867.958984375,6.085487365722656,12500000.0,0.019999999552965164,0.0020000000949949026,20.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,1.3401658535003662,1.317448377609253,0.0227174274623394,1.3054800033569336,2.0934665203094482,0.7169860601425171,1.2280980348587036,1.2583534717559814
4,2,2,9,1,0,valid_not_selected,0.47161728143692017,0.1503174901008606,1.3678209781646729,0.10382923483848572,2595.730712890625,17.248809814453125,480000.0,0.019999999552965164,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.2787819504737854,0.2423521876335144,0.03642977401614189,1.1583212614059448,2.3460121154785156,0.7055116891860962,1.0599287748336792,1.0835555791854858
4,2,3,8,1,0,valid_not_selected,0.7396605014801025,0.06031278893351555,1.3678209781646729,0.16476058959960938,4119.0146484375,43.43367004394531,480000.0,0.019999999552965164,0.0020000000949949026,60.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.2612247169017792,0.2463657259941101,0.014859003946185112,1.1401206254959106,2.079890489578247,0.4722243547439575,0.5657937526702881,0.5672279596328735
4,2,4,9,1,0,valid_not_selected,0.5067205429077148,0.13595913350582123,1.3678209781646729,0.13582709431648254,3395.67724609375,29.518388748168945,480000.0,0.019999999552965164,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.39289069175720215,0.3458669185638428,0.04702376574277878,1.1955842971801758,2.2708091735839844,0.6534168720245361,0.9198285937309265,0.9334585666656494
4,2,5,6,1,0,valid_not_selected,0.695589005947113,0.07259925454854965,1.005865216255188,0.34103453159332275,8525.86328125,25.161090850830078,3550000.0,0.009999999776482582,0.0020000000949949026,60.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.7038373947143555,0.7589355707168579,-0.05509815737605095,1.202614188194275,2.2215418815612793,0.46472591161727905,0.5973085761070251,0.6244736909866333
4,2,6,10,1,0,valid_not_selected,0.8381885290145874,0.03530244529247284,1.3678209781646729,0.14914560317993164,3728.639892578125,35.591041564941406,480000.0,0.009999999776482582,0.0020000000949949026,60.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.16611364483833313,0.16044938564300537,0.00566425547003746,1.1496583223342896,2.060152053833008,0.523983895778656,0.6549327969551086,0.6473054885864258
4,2,7,3,1,1,accepted,0.9515677690505981,0.00992886908352375,1.129174828529358,0.3165319263935089,7913.2978515625,6.155822277069092,12500000.0,0.009999999776482582,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,1.0586140155792236,1.069230318069458,-0.010616247542202473,1.2482709884643555,1.7950725555419922,0.8319964408874512,0.8322087526321411,0.8078089356422424
4,2,8,0,1,0,valid_not_selected,0.7881350517272949,0.04761716350913048,1.8397393226623535,0.1363370269536972,3408.42529296875,1.1420332193374634,12500000.0,0.019999999552965164,0.0020000000949949026,20.0,120.0,240.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.2198396474123001,0.2098473161458969,0.009992334060370922,1.0786335468292236,1.6643738746643066,0.9470773339271545,0.8212421536445618,0.8183600902557373
4,2,9,9,1,0,valid_not_selected,0.5686658620834351,0.11289244890213013,1.3678209781646729,0.21296042203903198,5324.01025390625,72.56340026855469,480000.0,0.019999999552965164,0.0020000000949949026,60.0,180.0,300.0,0.02500000037252903,0.23000000417232513,0.07999999821186066,0.20000000298023224,0.027499999850988388,5.0,2.0,1.2000000476837158,0.606876015663147,0.5453141927719116,0.06156185269355774,1.2312783002853394,2.0663347244262695,0.5447286367416382,0.6898759007453918,0.6963568925857544
